case_id,case_run_id,case_campaign_id,case_execution_mode,case_tool,label_id,phase2_alert_uid,phase3_alert_uid,evidence_id,raw_line_number,label,event_role,event_time_utc,source_time_raw,normalized_agent_name,normalized_rule_id,normalized_rule_description,event_category,event_action,event_outcome,normalized_severity,mitre_technique_ids,normalization_status,link_source,match_rank,candidate_count,is_primary_candidate,case_summary,analyst_expected_conclusion
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_61038e614c9d985d28d90e9700f3d7bd,evidence_d4ed62acc509b34e167ddcb51abdfc90,5536,,case_window_context,2026-05-15T03:08:52.195000+00:00,2026-05-14T23:08:52.195-0400,safesoc-lnx-01,2902,New dpkg (Debian Package) installed.,system_activity,package_activity,success,medium,,partial,case_window_match,104,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_60d0cf3fe9eeb171edacb5aa63e7a6db,evidence_88c78fd6b01590b8a196dc669207d0be,5537,,case_window_context,2026-05-15T03:08:54.092000+00:00,2026-05-14T23:08:54.092-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,105,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_04cd22e37c05eb55a6e5345726493c40,evidence_71ace9d19df7bf0cb64988da312fbd8c,5538,,case_window_context,2026-05-15T03:08:54.630000+00:00,2026-05-14T23:08:54.630-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,106,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_a3dd1b6e15f11c1221dddeb35ac5e69f,evidence_68fc73e95971ab6c6d60a572d6b7487c,5539,,case_window_context,2026-05-15T03:08:56.094000+00:00,2026-05-14T23:08:56.094-0400,safesoc-lnx-01,2901,New dpkg (Debian Package) requested to install.,system_activity,package_activity,unknown,low,,partial,case_window_match,107,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_337b68d5794fd972278f2551f2a79bd3,evidence_8c7d76988c17824ac2c369ca3452550e,5540,,case_window_context,2026-05-15T03:08:56.104000+00:00,2026-05-14T23:08:56.104-0400,safesoc-lnx-01,2904,Dpkg (Debian Package) half configured.,system_activity,package_activity,unknown,medium,,partial,case_window_match,108,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_bd5b3a28ba28efec5d328b1374da3408,evidence_66f2417955dfc986c91ba29d2932097c,5541,,case_window_context,2026-05-15T03:08:56.106000+00:00,2026-05-14T23:08:56.106-0400,safesoc-lnx-01,2902,New dpkg (Debian Package) installed.,system_activity,package_activity,success,medium,,partial,case_window_match,109,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_41c57504d3cbb5676d777e49842fffaf,evidence_2fa89ed9ccf38b896e78fab4e244f8fa,5542,,case_window_context,2026-05-15T03:08:56.109000+00:00,2026-05-14T23:08:56.109-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,110,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_5fd7c512162bda3686cdac3a047ea74c,evidence_3f44a709534b4712e81de9cc2ccb852e,5543,,case_window_context,2026-05-15T03:08:56.112000+00:00,2026-05-14T23:08:56.112-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,111,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_9aafb735a13e8984de7d4f45ef31aa6d,evidence_60cd73e0de03944ad5c5a480f80dd767,5544,,case_window_context,2026-05-15T03:08:56.115000+00:00,2026-05-14T23:08:56.115-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,112,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_8c2f4d79fe15eaa88061dd383032aa49,evidence_9e7eb67681709fa1ea28f9413491f9e9,5545,,case_window_context,2026-05-15T03:08:56.116000+00:00,2026-05-14T23:08:56.116-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,113,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_f2fb6d4412af5c7f44ad5825565479a0,evidence_146659eb98ac77ad8fda0208854b0435,5546,,case_window_context,2026-05-15T03:08:56.119000+00:00,2026-05-14T23:08:56.119-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,114,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_17bde34f293486f3fe8f62a533c88451,evidence_1e75dc2f23d921616177207667a75955,5547,,case_window_context,2026-05-15T03:08:56.720000+00:00,2026-05-14T23:08:56.720-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,115,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_739f0b8a1b544fc520769f7ebd32b146,evidence_4e5b4f052b2f53ed431393d412b7a583,5548,,case_window_context,2026-05-15T03:08:56.722000+00:00,2026-05-14T23:08:56.722-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,116,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_c844f7636f3c2d6b92d0e1b7bf17815b,evidence_32948adb61df204cf5635ba1bda62c4b,5549,,case_window_context,2026-05-15T03:08:56.726000+00:00,2026-05-14T23:08:56.726-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,117,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_1215595973a22f09152f2ee0077698bd,evidence_87ad40345b8245c7f7cb7eec6130cd08,5550,,case_window_context,2026-05-15T03:08:56.729000+00:00,2026-05-14T23:08:56.729-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,118,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_6371a2d48b0a01deb158f1095deec5a9,evidence_4d1d758300a4eaa0a51a107528e4f74f,5551,,case_window_context,2026-05-15T03:08:56.732000+00:00,2026-05-14T23:08:56.732-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,119,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_c8a7d6c9cac5bb0c66f5ac55773f4e11,evidence_7a2d3341c294e5c4822f0357af59b07e,5552,,case_window_context,2026-05-15T03:09:02.097000+00:00,2026-05-14T23:09:02.097-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,120,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_e257453d31512a064330c6700b64db6a,evidence_d2fa23d1258e1b56bf4281c411c632b2,5553,,case_window_context,2026-05-15T03:09:02.153000+00:00,2026-05-14T23:09:02.153-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,121,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_4cf425218db6d0fe6e397d7a6894bc6f,evidence_32f252b224a3bc9249c77c4ccfe0dadb,5554,,case_window_context,2026-05-15T03:09:02.155000+00:00,2026-05-14T23:09:02.155-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,122,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_1a94a5a7ac3613d16da108260b4a97fd,evidence_314f88768c0e970b38cbc4eeee4e50a6,5555,,case_window_context,2026-05-15T03:09:02.633000+00:00,2026-05-14T23:09:02.633-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,123,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_07d12b7d4097870966e5813030ee8107,evidence_9b622a99f74512cdde79ec6fed822129,5556,,case_window_context,2026-05-15T03:09:02.633000+00:00,2026-05-14T23:09:02.633-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,124,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_7edb059fea87fe8a074205ea8ece7f14,evidence_645d7df6aca01e63c6d4dec5ca13778c,5557,,case_window_context,2026-05-15T03:09:02.635000+00:00,2026-05-14T23:09:02.635-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,125,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_d2a5d92dac8e2d911d27e5ce346494a3,evidence_b736b616a681370d9e8d71c8a2989d17,5558,,case_window_context,2026-05-15T03:09:06.134000+00:00,2026-05-14T23:09:06.134-0400,safesoc-lnx-01,2901,New dpkg (Debian Package) requested to install.,system_activity,package_activity,unknown,low,,partial,case_window_match,126,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_d27efd887043a5cf3c49f09864c704af,evidence_fea4aeb525651af8187d8f50c7f2716c,5559,,case_window_context,2026-05-15T03:09:08.108000+00:00,2026-05-14T23:09:08.108-0400,safesoc-lnx-01,2904,Dpkg (Debian Package) half configured.,system_activity,package_activity,unknown,medium,,partial,case_window_match,127,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_b814dde5955630662f07454186a53294,evidence_bad48efb63609ca5128496859ff5614f,5560,,case_window_context,2026-05-15T03:09:08.111000+00:00,2026-05-14T23:09:08.111-0400,safesoc-lnx-01,2902,New dpkg (Debian Package) installed.,system_activity,package_activity,success,medium,,partial,case_window_match,128,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_936d5ae3eaa2e28ff17fc090d14b8a4e,evidence_a61aaa91389f121746d9dba1653b45a9,5561,,case_window_context,2026-05-15T03:09:08.115000+00:00,2026-05-14T23:09:08.115-0400,safesoc-lnx-01,2904,Dpkg (Debian Package) half configured.,system_activity,package_activity,unknown,medium,,partial,case_window_match,129,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_dd9654356998345a6d533f3fa329649d,evidence_18ece39110f569cdd6eb187549f9f116,5562,,case_window_context,2026-05-15T03:09:08.118000+00:00,2026-05-14T23:09:08.118-0400,safesoc-lnx-01,2902,New dpkg (Debian Package) installed.,system_activity,package_activity,success,medium,,partial,case_window_match,130,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_de5c0773e60f191dfee6c0523eaf21bd,evidence_7abef59d42077f4c00fe2464aca199f2,5563,,case_window_context,2026-05-15T03:09:10.099000+00:00,2026-05-14T23:09:10.099-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,131,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-032,S10-MAN-R001;S10-MAN-R002,,manual,manual,,,alert_cf9e805bbeb4b46c56c00f6dd3f53e11,evidence_c126735382fa4753648206fb64a0bd0d,5564,,case_window_context,2026-05-15T03:09:10.635000+00:00,2026-05-14T23:09:10.635-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,132,132,False,"Scenario-level case for S10, aggregating all labeled telemetry for this scenario.","Analyst should conclude controlled attack-like activity occurred. Prioritize trigger alerts, then use supporting alerts for context. Duplicate and unrelated alerts are candidates for compression."
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_e31aed267901f2cc47dde0a90c6a5bad,evidence_4be03b976376a55577ef0d286cfb10d6,5007,,case_window_context,2026-05-14T19:25:40.630000+00:00,2026-05-14T15:25:40.630-0400,safesoc-lnx-01,2501,syslog: User authentication failure.,authentication,wazuh_rule_2501,failure,medium,,partial,case_window_match,1,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_b8fa72ab459fe589ee52557f60ec062f,evidence_b2fd9bb8f2fd7ecda4908f7f1e091693,5008,,case_window_context,2026-05-14T19:26:02.664000+00:00,2026-05-14T15:26:02.664-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,2,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_ccad7bdf1157de9a91e54e6752c6b66b,evidence_9d7cfdbbb00cc4c7b1e7561222b9af0a,5009,,case_window_context,2026-05-14T19:26:02.664000+00:00,2026-05-14T15:26:02.664-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,3,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_12cefb695b2cc084d48a21b01fe4b4e8,evidence_e6f03ace156ab55cf66496f3552df52e,5010,,case_window_context,2026-05-14T19:26:02.705000+00:00,2026-05-14T15:26:02.705-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,4,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_555b056945fa3ea134666d9b7ea40c63,evidence_d4f84e0b802810207b3358f303e42966,5011,,case_window_context,2026-05-14T19:26:06.320000+00:00,2026-05-14T15:26:06.320-0400,safesoc-lnx-01,506,Wazuh agent stopped.,monitoring_internal,wazuh_rule_506,unknown,low,T1562.001,success,case_window_match,5,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_d61bdab5990706034dedbbc2c5f4365d,evidence_94c9845e6d8c2f237226a20e0f32e035,5012,,case_window_context,2026-05-14T19:29:28.441000+00:00,2026-05-14T15:29:28.441-0400,safesoc-lnx-01,503,Wazuh agent started.,monitoring_internal,wazuh_rule_503,unknown,low,,partial,case_window_match,6,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_b1e73785d01941824608e2fa808c641c,evidence_dacda176c45e62fb0b09b4ea93cac59e,5013,,case_window_context,2026-05-14T19:30:34.779000+00:00,2026-05-14T15:30:34.779-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,7,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_1e64ef567b6314a9edf1722179b16895,evidence_f38122d991ad8bca0c9390d2299a6fa9,5014,,case_window_context,2026-05-14T19:33:38.843000+00:00,2026-05-14T15:33:38.843-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,8,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_8110380cc4e3855be2d316693a6a568a,evidence_62f1e0baf29b2f2948b9dd182093810b,5015,,case_window_context,2026-05-14T19:33:38.862000+00:00,2026-05-14T15:33:38.862-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,9,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_0de204c79934b947730270921febac9b,evidence_56dd9a630baf3b51663723e8abe89031,5016,,case_window_context,2026-05-14T19:33:38.862000+00:00,2026-05-14T15:33:38.862-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,10,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_52dad5eb5baa4265ba7b18698fec86b8,evidence_0965f44d6513ce2bf4525ee0bbe7d6d7,5017,,case_window_context,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,11,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_076eac9f9dfd5ab2cc80c569b6ebb2cb,evidence_bf8a1305048d61ad9186236f583b74ad,5018,,case_window_context,2026-05-14T19:33:38.862000+00:00,2026-05-14T15:33:38.862-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,12,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_b6fa623b25ef6d87f06eb12f10835e9a,evidence_3244e4285a5654fdf1375e5ce0c79830,5019,,case_window_context,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,13,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_bfebaa3720abca06ae01835913bf40de,evidence_67048dde6be2088173ce5609f3c9f204,5020,,case_window_context,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,14,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_fb58f8057d627784c92d7f5d49ebc6d2,evidence_679607e84ea848f20be3803d365a5f0b,5021,,case_window_context,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,15,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_efc9b466c81fee80bb3ff68fc028f54c,evidence_8beadcfb1cfe4394ead6323b96984f91,5022,,case_window_context,2026-05-14T19:33:38.863000+00:00,2026-05-14T15:33:38.863-0400,safesoc-lnx-01,5501,PAM: Login session opened.,authentication,login_session_opened,success,low,T1078,success,case_window_match,16,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_e602dc1a1c640312228a7d02d70e8923,evidence_2042fcccb9ef923f407ed44e0d3d9c1b,5032,,case_window_context,2026-05-14T20:53:54.779000+00:00,2026-05-14T16:53:54.779-0400,safesoc-lnx-01,5402,Successful sudo to ROOT executed.,privilege_activity,sudo_success,success,low,T1548.003,success,case_window_match,17,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
CASE-033,S11-MAN-R001;S11-MAN-R002;S11-MAN-R003,,manual,manual,,,alert_dddf50d61efc9d3e339d9d24ec85ced3,evidence_90ec5a07b3c9cf135aefa386b65df52f,5033,,case_window_context,2026-05-14T20:53:54.799000+00:00,2026-05-14T16:53:54.799-0400,safesoc-lnx-01,5502,PAM: Login session closed.,authentication,login_session_closed,success,low,,partial,case_window_match,18,48,False,"Scenario-level case for S11, aggregating all labeled telemetry for this scenario.",Analyst should conclude expected benign administrative activity occurred. Alerts can be used to test false-positive suppression and benign context recognition.
